phenocode	name	category	num_cases	num_controls	num_gw_significant
OSTEOPOROSIS_FRACTURE_FG	Osteoporosis with pathological fracture (FG)	Rheuma endpoints	1433	261098	3
OSTPOPATFRACTURE	Drug-induced osteoporosis with pathological fracture	Rheuma endpoints	305	341066	0
OSTPOPATFRCTURE_POSTEMENO	Postmenopausal osteoporosis with pathological fracture	Rheuma endpoints	1171	189533	4
OTHER_DRUGADVERS_SECONDA_PARKINSONI	Other drug-induced secondary parkinsonism	Diseases of the nervous system (G6_)	214	342285	1
OTHER_SYSTCON_FG	Other systemic involvement of connective tissue (FG)	Rheuma endpoints	7671	261098	6
P16_BACTERIAL_SEPSIS_NEWBO	Bacterial sepsis of newborn	Certain conditions originating in the perinatal period (P16_)	110	342270	0
P16_BIRTH_ASPHYXIA	Birth asphyxia	Certain conditions originating in the perinatal period (P16_)	95	342004	0
P16_BIRTH_TRAUMA	Birth trauma	Certain conditions originating in the perinatal period (P16_)	131	342368	0
P16_DISORD_RELATED_GESTATION_LOW_BIRTHWGHTT_NECIFIED	Disorders related to short gestation and low birth weight, not elsewhere classified	Certain conditions originating in the perinatal period (P16_)	471	341948	0
P16_FEEDI_PROBL_NEWBO	Feeding problems of newborn	Certain conditions originating in the perinatal period (P16_)	91	342269	0
P16_FET_NEWB_MATERN_COMPLICATIO_PREGNAC	Fetus and newborn affected by maternal complications of pregnancy	Certain conditions originating in the perinatal period (P16_)	113	342230	0
P16_FET_NEWB_MATERN_FACTO_COMPLICATIO_PREGNAC_LABOUR_DELIV	Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery	Certain conditions originating in the perinatal period (P16_)	269	342230	0
P16_INFECTIONS_SPECIFIC_PERINA_PERIOD	Infections specific to the perinatal period	Certain conditions originating in the perinatal period (P16_)	229	342270	1
P16_NEONTAL_JAUND_OTH_UNSP_CAUSES	Neonatal jaundice from other and unspecified causes	Certain conditions originating in the perinatal period (P16_)	287	342116	1
P16_OTH_DISORD_ORIGINA_PERINA_PERIOD	Other disorders originating in the perinatal period	Certain conditions originating in the perinatal period (P16_)	230	342269	1
P16_OTH_INFECTIONS_SPECIFIC_PERINA_PERIOD	Other infections specific to the perinatal period	Certain conditions originating in the perinatal period (P16_)	112	342270	1
P16_RESPI_CARDIOV_DISORD_SPECIFIC_PERINA_PERIOD	Respiratory and cardiovascular disorders specific to the perinatal period	Certain conditions originating in the perinatal period (P16_)	495	342004	0
P16_RESPI_DISTR_NEWBO	Respiratory distress of newborn	Certain conditions originating in the perinatal period (P16_)	303	342004	0
P16_SLOW_FETAL_GROWTH_FETAL_MALNUTRITION	Slow fetal growth and fetal malnutrition	Certain conditions originating in the perinatal period (P16_)	124	341948	0
P16_TRANSITO_DISORD_CARBOH_METABOLISM_SPECIFIC_FETUS_NEWBO	Transitory disorders of carbohydrate metabolism specific to fetus and newborn	Certain conditions originating in the perinatal period (P16_)	272	342220	0
PAIN	Pain (limb, back, neck, head abdominally)	Miscellaneous, not yet classified endpoints	151484	190313	37
PD2ND_EXMORE	Secondary parkinsonism	Neurological endpoints	651	159840	1
PDSTRICT_EXMORE	Parkinson's disease, strict definition	Neurological endpoints	3367	159840	6
PD_DEMENTIA_EXMORE	Dementia due to Parkinsons disease	Neurological endpoints	463	159840	1
PHLEBI_THROMBOP_LOWER_EXTREMITI_UNSPE	Phlebitis and thrombophlebitis of lower extremities, unspecified, drug-induced	Diseases of the circulatory system (I9_)	239	342260	2
PHLEBI_THROMBOP_OTHER_DEEP_VESSE_LOWER_EXTREMITI	Phlebitis and thrombophlebitis of other deep vessels of lower extremities, drug-induced	Diseases of the circulatory system (I9_)	80	342419	0
PNEUMO_SEPTHICHE	Pneumococcal septicemia	Asthma and related endpoints	759	341696	0
POLLENALLERG	Pollen allergy	Comorbidities of Asthma	5349	334701	4
POLYCYTVERA	Polycythaemia vera	Other, not yet classified endpoints (same as #MISC)	843	259059	21
PRIM_COXARTHROSIS	Primary coxarthrosis, bilateral	Rheuma endpoints	7541	323038	11
PRIM_KNEEARTHROSIS	Primary gonarthrosis, bilateral	Rheuma endpoints	14903	303156	30
PSORI_STRICT	Psoriasis (vulgaris), strict definition	Diseases of the skin and subcutaneous tissue (L12_)	623	330975	5
PULM_INFECTIONS	COPD/asthma/ILD related infections	Interstitial lung disease endpoints	104624	237875	5
Q17_ANKYLOGLOSSIA	Ankyloglossia	Congenital malformations, deformations and chromosomal abnormalities (Q17)	309	342190	1
Q17_ASD	Atrial septal defect	Congenital malformations, deformations and chromosomal abnormalities (Q17)	972	338720	3
Q17_AVSD	Atrioventricular septal defect	Congenital malformations, deformations and chromosomal abnormalities (Q17)	97	342402	0
Q17_BALANC_REARR_STRUCTURAL_MARKERS_NOT_ELSEW_CLASSIFIED	Balanced rearrangements and structural markers, not elsewhere classified	Congenital malformations, deformations and chromosomal abnormalities (Q17)	84	342092	0
Q17_CHROMOSOMAL_ABNORMALITI_NOT_ELSEW_CLASSIFIED	Chromosomal abnormalities, not elsewhere classified	Congenital malformations, deformations and chromosomal abnormalities (Q17)	407	342092	0
Q17_CLEFT_AND_CARIES_INCLAVO	Caries in Clefts patients	Congenital malformations, deformations and chromosomal abnormalities (Q17)	197	342302	6
Q17_CLEFT_HARD_PALATE_NOS	Cleft hard palate NOS	Congenital malformations, deformations and chromosomal abnormalities (Q17)	105	341904	6
Q17_CLEFT_LIP_AND_PALATE	Cleft lip and palate	Congenital malformations, deformations and chromosomal abnormalities (Q17)	136	341873	0
Q17_CLEFT_LIP_CLEFT_PALATE	Cleft lip and cleft palate	Congenital malformations, deformations and chromosomal abnormalities (Q17)	400	342099	12
Q17_CLEFT_PALATE	Cleft palate	Congenital malformations, deformations and chromosomal abnormalities (Q17)	260	342099	13
Q17_COMPLEX_CARD_DEFEC	Complex cardiac defects	Congenital malformations, deformations and chromosomal abnormalities (Q17)	155	342344	0
Q17_CONGEN_DEFORMITI_FEET	Congenital deformities of feet	Congenital malformations, deformations and chromosomal abnormalities (Q17)	587	340190	0
Q17_CONGEN_DEFORMITI_HIP	Congenital deformities of hip	Congenital malformations, deformations and chromosomal abnormalities (Q17)	410	340190	0
Q17_CONGEN_HYDROCEPHALUS	Congenital hydrocephalus	Neurological endpoints	85	342020	0
Q17_CONGEN_ICHTHYOSIS	Congenital ichthyosis	Congenital malformations, deformations and chromosomal abnormalities (Q17)	81	340224	1
Q17_CONGEN_LENS_MALFO	Congenital lens malformations	Congenital malformations, deformations and chromosomal abnormalities (Q17)	110	340772	2
Q17_CONGEN_MALFO_ANTER_SEGMENT_EYE	Congenital malformations of anterior segment of eye	Congenital malformations, deformations and chromosomal abnormalities (Q17)	199	340772	0
Q17_CONGEN_MALFO_AORTIC_MITRAL_VALVES	Congenital malformations of aortic and mitral valves	Congenital malformations, deformations and chromosomal abnormalities (Q17)	907	338720	1
Q17_CONGEN_MALFO_BREAST	Congenital malformations of breast	Congenital malformations, deformations and chromosomal abnormalities (Q17)	367	340224	0
Q17_CONGEN_MALFO_CARDIAC_CHAMB_CONNECTIO	Congenital malformations of cardiac chambers and connections	Congenital malformations, deformations and chromosomal abnormalities (Q17)	157	338720	0
Q17_CONGEN_MALFO_CIRCULATO_SYSTEM	Congenital malformations of the circulatory system	Congenital malformations, deformations and chromosomal abnormalities (Q17)	3779	338720	1
Q17_CONGEN_MALFO_DEFORMAT_MUSCULOS_SYSTEM	Congenital malformations and deformations of the musculoskeletal system	Congenital malformations, deformations and chromosomal abnormalities (Q17)	2309	340190	1
Q17_CONGEN_MALFO_EAR_CAUSI_IMPAIRM_HEARING	Congenital malformations of ear causing impairment of hearing	Congenital malformations, deformations and chromosomal abnormalities (Q17)	93	340772	1
Q17_CONGEN_MALFO_EYELID_LACRIMAL_APPARA_ORBIT	Congenital malformations of eyelid, lacrimal apparatus and orbit	Congenital malformations, deformations and chromosomal abnormalities (Q17)	189	340772	1
Q17_CONGEN_MALFO_EYE_EAR_FACE_NECK	Congenital malformations of eye, ear, face and neck	Congenital malformations, deformations and chromosomal abnormalities (Q17)	1727	340772	1
Q17_CONGEN_MALFO_GALLB_BILE_DUCTS_LIVER	Congenital malformations of gallbladder, bile ducts and liver	Congenital malformations, deformations and chromosomal abnormalities (Q17)	194	341501	28
Q17_CONGEN_MALFO_GENITAL_ORGANS	Congenital malformations of genital organs	Congenital malformations, deformations and chromosomal abnormalities (Q17)	2537	339962	0
Q17_CONGEN_MALFO_GREAT_ARTERIES	Congenital malformations of great arteries	Congenital malformations, deformations and chromosomal abnormalities (Q17)	523	338720	0
Q17_CONGEN_MALFO_MUSCULOS_SYSTEM_NOT_ELSEW_CLASSIFIED	Congenital malformations of the musculoskeletal system, not elsewhere classified	Congenital malformations, deformations and chromosomal abnormalities (Q17)	316	340190	0
Q17_CONGEN_MALFO_NERVOUS_SYSTEM	Congenital malformations of the nervous system	Congenital malformations, deformations and chromosomal abnormalities (Q17)	479	342020	1
Q17_CONGEN_MALFO_OESOPHAGUS	Congenital malformations of oesophagus	Congenital malformations, deformations and chromosomal abnormalities (Q17)	94	341501	0
Q17_CONGEN_MALFO_OVARIES_FALLOP_TUBES_BROAD_LIGAM	Congenital malformations of ovaries, fallopian tubes and broad ligaments	Congenital malformations, deformations and chromosomal abnormalities (Q17)	1430	339962	6
Q17_CONGEN_MALFO_POSTERI_SEGMENT_EYE	Congenital malformations of posterior segment of eye	Congenital malformations, deformations and chromosomal abnormalities (Q17)	117	340772	7
Q17_CONGEN_MALFO_PULMONARY_TRICU_VALVES	Congenital malformations of pulmonary and tricuspid valves	Congenital malformations, deformations and chromosomal abnormalities (Q17)	192	338720	0
Q17_CONGEN_MALFO_RESPI_SYSTEM	Congenital malformations of the respiratory system	Congenital malformations, deformations and chromosomal abnormalities (Q17)	386	342113	0
Q17_CONGEN_MALFO_SPINE_BONY_THORAX	Congenital malformations of spine and bony thorax	Congenital malformations, deformations and chromosomal abnormalities (Q17)	143	340190	0
Q17_CONGEN_MALFO_TRACHEA_BRONCHUS	Congenital malformations of trachea and bronchus	Congenital malformations, deformations and chromosomal abnormalities (Q17)	214	342113	0
Q17_CONGEN_MALFO_URINARY_SYSTEM	Congenital malformations of the urinary system	Congenital malformations, deformations and chromosomal abnormalities (Q17)	1418	341081	19
Q17_CONGEN_MALFO_UTERUS_CERVIX	Congenital malformations of uterus and cervix	Congenital malformations, deformations and chromosomal abnormalities (Q17)	488	339962	0
Q17_CONGEN_MUSCULOS_DEFORMITI_HEAD_FACE_SPINE_CHEST	Congenital musculoskeletal deformities of head, face, spine and chest	Congenital malformations, deformations and chromosomal abnormalities (Q17)	291	340190	0
Q17_CONGEN_OBSTRUCTIVE_DEFECTS_RENAL_PELVIS_CONGEN_MALFO_URETER	Congenital obstructive defects of renal pelvis and congenital malformations of ureter	Congenital malformations, deformations and chromosomal abnormalities (Q17)	447	341081	0
Q17_CONOTR_DEFEC	Conotruncal defects	Congenital malformations, deformations and chromosomal abnormalities (Q17)	347	342152	2
Q17_CRANIOSYNOSTOSIS	Craniosynostosis	Congenital malformations, deformations and chromosomal abnormalities (Q17)	660	341839	0
Q17_CYSTIC_KIDNEY_DISEA	Cystic kidney disease	Congenital malformations, deformations and chromosomal abnormalities (Q17)	780	341081	37
Q17_EHLER_SYNDR	Ehlers-Danlos syndrome	Congenital malformations, deformations and chromosomal abnormalities (Q17)	210	342289	2
Q17_HYPOSPADIAS	Hypospadias	Congenital malformations, deformations and chromosomal abnormalities (Q17)	90	339962	0
Q17_LVOTO_BROAD	Congenital deformities of hip	Congenital malformations, deformations and chromosomal abnormalities (Q17)	2589	339910	1
Q17_LVOTO_NARROW	Left ventricular outflow tract obstruction, narrow definition	Congenital malformations, deformations and chromosomal abnormalities (Q17)	1106	341393	1
Q17_OTHER_CHROMOSOME_ABNORMALITI_NOT_ELSEW_CLASSIFIED	Other chromosome abnormalities, not elsewhere classified	Congenital malformations, deformations and chromosomal abnormalities (Q17)	89	342092	1
Q17_OTHER_CONGEN_MALFO	Other congenital malformations	Congenital malformations, deformations and chromosomal abnormalities (Q17)	2275	340224	10
Q17_OTHER_CONGEN_MALFO_BRAIN	Other congenital malformations of brain	Congenital malformations, deformations and chromosomal abnormalities (Q17)	106	342020	0
Q17_OTHER_CONGEN_MALFO_CIRCULATO_SYSTEM	Other congenital malformations of circulatory system	Congenital malformations, deformations and chromosomal abnormalities (Q17)	554	338720	0
Q17_OTHER_CONGEN_MALFO_DIGES_SYSTEM1	Other congenital malformations of the digestive system	Congenital malformations, deformations and chromosomal abnormalities (Q17)	998	341501	12
Q17_OTHER_CONGEN_MALFO_EAR	Other congenital malformations of ear	Congenital malformations, deformations and chromosomal abnormalities (Q17)	328	340772	0
Q17_OTHER_CONGEN_MALFO_FACE_NECK	Other congenital malformations of face and neck	Congenital malformations, deformations and chromosomal abnormalities (Q17)	720	340772	0
Q17_OTHER_CONGEN_MALFO_FEMALE_GENITALIA	Other congenital malformations of female genitalia	Congenital malformations, deformations and chromosomal abnormalities (Q17)	216	339962	0
Q17_OTHER_CONGEN_MALFO_HEART	Other congenital malformations of heart	Congenital malformations, deformations and chromosomal abnormalities (Q17)	150	338720	0
Q17_OTHER_CONGEN_MALFO_INTESTINE	Other congenital malformations of intestine	Congenital malformations, deformations and chromosomal abnormalities (Q17)	191	341501	0
Q17_OTHER_CONGEN_MALFO_KIDNEY	Other congenital malformations of kidney	Congenital malformations, deformations and chromosomal abnormalities (Q17)	86	341081	0
Q17_OTHER_CONGEN_MALFO_LIMBS	Other congenital malformations of limb(s)	Congenital malformations, deformations and chromosomal abnormalities (Q17)	172	340190	0
Q17_OTHER_CONGEN_MALFO_MALE_GENITAL_ORGANS	Other congenital malformations of male genital organs	Congenital malformations, deformations and chromosomal abnormalities (Q17)	155	339962	0
Q17_OTHER_CONGEN_MALFO_NERVOUS_SYSTEM	Other congenital malformations of nervous system	Congenital malformations, deformations and chromosomal abnormalities (Q17)	201	342020	0
Q17_OTHER_CONGEN_MALFO_NOT_ELSEW_CLASSIFIED	Other congenital malformations, not elsewhere classified	Congenital malformations, deformations and chromosomal abnormalities (Q17)	183	340224	0
Q17_OTHER_CONGEN_MALFO_PERIP_VASCULAR_SYSTEM	Other congenital malformations of peripheral vascular system	Congenital malformations, deformations and chromosomal abnormalities (Q17)	286	338720	0
Q17_OTHER_CONGEN_MALFO_SKIN	Other congenital malformations of skin	Congenital malformations, deformations and chromosomal abnormalities (Q17)	1007	340224	14
Q17_OTHER_CONGEN_MALFO_SKULL_FACE_BONES	Other congenital malformations of skull and face bones	Congenital malformations, deformations and chromosomal abnormalities (Q17)	80	340190	2
Q17_OTHER_CONGEN_MALFO_TONGUE_MOUTH_PHARYNX	Other congenital malformations of tongue, mouth and pharynx	Congenital malformations, deformations and chromosomal abnormalities (Q17)	298	341501	0
Q17_OTHER_CONGEN_MALFO_UPPER_ALIME_TRACT	Other congenital malformations of upper alimentary tract	Congenital malformations, deformations and chromosomal abnormalities (Q17)	152	341501	0
Q17_OTHER_CONGEN_MALFO_URINARY_SYSTEM	Other congenital malformations of urinary system	Congenital malformations, deformations and chromosomal abnormalities (Q17)	107	341081	0
Q17_OTHER_OSTEOCHONDROD	Other osteochondrodysplasias	Congenital malformations, deformations and chromosomal abnormalities (Q17)	200	340190	2
Q17_OTHER_SPECIFE_CONGEN_MALFO_SYNDR_AFFECTING_MULTIPLE_SYSTEMS	Other specified congenital malformation syndromes affecting multiple systems	Congenital malformations, deformations and chromosomal abnormalities (Q17)	405	340224	5
Q17_PHAKOMATOSES_NOT_ELSEW_CLASSIFIED	Phakomatoses, not elsewhere classified	Congenital malformations, deformations and chromosomal abnormalities (Q17)	258	340224	0
Q17_RENAL_AGENE_OTHER_REDUCT_DEFECTS_KIDNEY	Renal agenesis and other reduction defects of kidney	Congenital malformations, deformations and chromosomal abnormalities (Q17)	120	341081	0
Q17_RVOTO	Right ventricular outflow tract obstruction	Congenital malformations, deformations and chromosomal abnormalities (Q17)	207	342292	0
Q17_SEPTA_DEFEC	Septal defects	Congenital malformations, deformations and chromosomal abnormalities (Q17)	1577	340922	2
Q17_UNDES_TESTICLE	Undescended testicle	Congenital malformations, deformations and chromosomal abnormalities (Q17)	235	339962	0
Q17_VACTREL	Vertebral, anorectal, cardiavascular, thracheoesophagial, renal and limb anomaly	Congenital malformations, deformations and chromosomal abnormalities (Q17)	4490	338009	4
R18_ANOREXIA	Anorexia	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	373	342126	0
R18_RETEN_URINE	Retention of urine	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	10168	312509	1
REAC_ARTHRO_NOS	Other/unspecified reactive arthropathies	Rheuma endpoints	1665	340569	3
REITER	Reiter disease	Rheuma endpoints	150	340569	3
RESP_ILL_DIS_CLASS_ELSEWHERE	Respiratory disorders in diseases classified elsewhere	Interstitial lung disease endpoints	310	342189	3
